"Subject","Block","Trial","L_choice","R_choice","L_reward","R_reward","Sub_Choose","Frame","NetWorth","RT"
"96","1","37","A","B",36,40,"A","Gain",36,805
"96","1","38","C","B",-36,40,"B","Catch",76,668
"96","1","39","A","B",36,40,"A","Gain",112,1087
"96","1","40","C","D",-36,-40,"D","Loss",72,938
"96","1","41","B","A",40,36,"B","Gain",112,746
"96","1","42","D","C",-40,-36,"D","Loss",72,891
"96","1","43","D","B",-40,40,"B","Catch",112,974
"96","1","44","D","C",0,-36,"C","Loss",76,677
"96","1","45","D","C",-40,-36,"D","Loss",36,1255
"96","1","46","C","D",-36,-40,"C","Loss",0,796
"96","1","47","B","A",40,36,"A","Gain",36,529
"96","1","48","B","A",40,36,"B","Gain",76,866
"96","1","49","A","B",36,40,"A","Gain",112,813
"96","1","50","B","A",40,36,"B","Gain",152,1050
"96","1","51","D","C",0,-36,"C","Loss",116,1559
"96","1","52","D","C",-40,-36,"C","Loss",80,2726
"96","1","53","C","D",-36,-40,"C","Loss",44,3280
"96","1","54","B","A",40,36,"A","Gain",80,1162
"96","1","55","D","C",-40,-36,"C","Loss",44,1242
"96","1","56","A","B",36,40,"A","Gain",80,1422
"96","1","57","A","B",36,40,"A","Gain",116,635
"96","1","58","C","D",-36,-40,"D","Loss",76,832
"96","1","59","C","D",-36,-40,"D","Loss",36,1437
"96","1","60","B","A",40,36,"B","Gain",76,681
"96","2","1","C","D",-36,-40,"C","Loss",40,3525
"96","2","2","C","D",-36,-40,"D","Loss",0,1782
"96","2","3","A","B",36,40,"A","Gain",36,757
"96","2","4","D","C",-40,-36,"D","Loss",-4,700
"96","2","5","A","B",36,40,"B","Gain",36,631
"96","2","6","D","C",-40,-36,"C","Loss",0,868
"96","2","7","D","A",-40,36,"A","Catch",36,1303
"96","2","8","A","B",36,40,"A","Gain",72,2194
"96","2","9","B","A",40,36,"B","Gain",112,2479
"96","2","10","C","D",-36,-40,"C","Loss",76,1731
"96","2","11","C","A",-36,36,"A","Catch",112,2676
"96","2","12","C","D",-36,-40,"D","Loss",72,2222
"96","2","13","C","D",-36,-40,"C","Loss",36,1459
"96","2","14","D","A",-40,36,"D","Catch",-4,1967
"96","2","15","C","D",-36,-40,"C","Loss",-40,1407
"96","2","16","B","A",40,36,"A","Gain",-4,4413
"96","2","17","B","A",40,36,"B","Gain",36,1147
"96","2","18","B","D",40,-40,"B","Catch",76,1035
"96","2","19","D","C",-40,-36,"C","Loss",40,992
"96","2","20","B","A",40,36,"B","Gain",80,846
"96","2","21","B","A",40,36,"B","Gain",120,1161
"96","2","22","D","B",-40,40,"D","Catch",80,1089
"96","2","23","B","C",0,-36,"C","Catch",44,581
"96","2","24","C","D",-36,-40,"C","Loss",8,2267
"96","2","25","B","A",40,36,"B","Gain",48,2094
"96","2","26","A","B",36,40,"A","Gain",84,1313
"96","2","27","D","C",0,-36,"C","Loss",48,1187
"96","2","28","D","C",-40,-36,"C","Loss",12,1233
"96","2","29","A","B",36,40,"A","Gain",48,965
"96","2","30","D","B",-40,40,"D","Catch",8,1301
"96","2","31","C","D",-36,0,"C","Loss",-28,831
"96","2","32","A","B",36,0,"B","Gain",-28,884
"96","2","33","B","A",40,36,"B","Gain",12,1110
"96","2","34","A","B",36,40,"A","Gain",48,2296
"96","2","35","C","B",-36,0,"C","Catch",12,1610
"96","2","36","B","A",40,36,"A","Gain",48,1584
"96","2","37","B","A",40,36,"B","Gain",88,2830
"96","2","38","D","C",-40,-36,"D","Loss",48,2636
"96","2","39","D","C",-40,-36,"D","Loss",8,1288
"96","2","40","B","A",40,36,"B","Gain",48,1435
"96","2","41","C","D",-36,-40,"C","Loss",12,1632
"96","2","42","B","A",40,36,"B","Gain",52,1541
"96","2","43","C","D",-36,-40,"C","Loss",16,1205
"96","2","44","C","D",-36,-40,"C","Loss",-20,1116
"96","2","45","D","C",-40,-36,"C","Loss",-56,1077
"96","2","46","A","B",36,40,"B","Gain",-16,1712
"96","2","47","A","B",36,40,"B","Gain",24,953
"96","2","48","A","D",36,-40,"A","Catch",60,6138
"96","2","49","A","B",36,40,"B","Gain",100,1251
"96","2","50","D","C",-40,-36,"C","Loss",64,2807
"96","2","51","A","B",36,40,"B","Gain",104,1494
"96","2","52","C","D",-36,0,"C","Loss",68,2319
"96","2","53","C","A",-36,36,"C","Catch",32,2513
"96","2","54","A","B",36,40,"B","Gain",72,1411
"96","2","55","C","B",-36,40,"B","Catch",112,1608
"96","2","56","D","C",-40,-36,"C","Loss",76,2526
"96","2","57","D","C",-40,-36,"C","Loss",40,943
"96","2","58","B","A",40,36,"B","Gain",80,1175
"96","2","59","D","C",-40,-36,"C","Loss",44,878
"96","2","60","A","C",36,-36,"A","Catch",80,1001
"96","3","1","D","B",-40,0,"B","Catch",80,2206
"96","3","2","B","A",40,36,"B","Gain",120,884
"96","3","3","C","D",-36,-40,"C","Loss",84,1150
"96","3","4","D","C",-40,-36,"C","Loss",48,1039
"96","3","5","B","A",40,36,"B","Gain",88,1371
"96","3","6","B","A",40,36,"B","Gain",128,987
"96","3","7","A","B",36,40,"B","Gain",168,882
"96","3","8","A","B",36,0,"B","Gain",168,885
"96","3","9","B","A",40,36,"B","Gain",208,1023
"96","3","10","B","A",40,36,"B","Gain",248,1109
"96","3","11","C","D",-36,-40,"C","Loss",212,1230
"96","3","12","D","C",-40,-36,"C","Loss",176,1083
"96","3","13","A","B",36,40,"B","Gain",216,1101
"96","3","14","C","D",-36,-40,"C","Loss",180,2352
"96","3","15","A","B",36,40,"B","Gain",220,1192
"96","3","16","A","B",36,40,"B","Gain",260,1542
"96","3","17","A","B",36,40,"A","Gain",296,934
"96","3","18","C","A",-36,36,"A","Catch",332,1263
"96","3","19","C","D",-36,-40,"C","Loss",296,2394
"96","3","20","A","B",36,40,"B","Gain",336,1305
"96","3","21","D","C",-40,-36,"C","Loss",300,1051
"96","3","22","A","B",36,40,"B","Gain",340,1222
"96","3","23","D","C",-40,-36,"C","Loss",304,1196
"96","3","24","B","A",40,36,"B","Gain",344,1794
"96","3","25","C","D",-36,-40,"C","Loss",308,1256
"96","3","26","D","A",-40,36,"A","Catch",344,1340
"96","3","27","C","A",-36,36,"A","Catch",380,1149
"96","3","28","C","D",-36,-40,"C","Loss",344,1533
"96","3","29","C","D",-36,-40,"C","Loss",308,2158
"96","3","30","D","C",-40,-36,"C","Loss",272,925
"96","3","31","B","A",40,36,"B","Gain",312,1271
"96","3","32","A","C",36,-36,"A","Catch",348,1082
"96","3","33","D","C",0,-36,"C","Loss",312,1165
"96","3","34","D","B",-40,40,"B","Catch",352,1236
"96","3","35","A","B",36,40,"B","Gain",392,1361
"96","3","36","A","B",36,40,"B","Gain",432,1217
"96","3","37","C","D",-36,-40,"C","Loss",396,1406
"96","3","38","B","A",40,36,"A","Gain",432,1932
"96","3","39","D","A",-40,36,"A","Catch",468,853
"96","3","40","C","D",-36,-40,"C","Loss",432,1209
"96","3","41","D","C",-40,-36,"C","Loss",396,1135
"96","3","42","C","D",-36,-40,"C","Loss",360,5376
"96","3","43","C","B",-36,40,"B","Catch",400,974
"96","3","44","A","D",36,-40,"A","Catch",436,1397
"96","3","45","D","C",0,-36,"C","Loss",400,1027
"96","3","46","A","B",36,40,"B","Gain",440,1168
"96","3","47","B","C",40,-36,"B","Catch",480,1160
"96","3","48","C","D",-36,-40,"C","Loss",444,1560
"96","3","49","B","D",40,-40,"B","Catch",484,1263
"96","3","50","B","A",40,36,"B","Gain",524,2218
"96","3","51","A","B",36,40,"B","Gain",564,1392
"96","3","52","C","B",-36,40,"B","Catch",604,949
"96","3","53","C","D",-36,-40,"C","Loss",568,1654
"96","3","54","D","C",-40,-36,"C","Loss",532,3370
"96","3","55","B","A",40,36,"B","Gain",572,2034
"96","3","56","D","C",-40,-36,"C","Loss",536,1567
"96","3","57","B","A",0,36,"B","Gain",536,1158
"96","3","58","D","C",-40,-36,"C","Loss",500,1198
"96","3","59","D","C",0,-36,"C","Loss",464,7668
"96","3","60","B","A",40,36,"B","Gain",504,3024
"96","4","1","D","C",-40,-36,"C","Loss",468,2238
"96","4","2","C","A",-36,36,"A","Catch",504,2515
"96","4","3","A","B",36,40,"B","Gain",544,1324
"96","4","4","B","D",40,-40,"B","Catch",584,1213
"96","4","5","D","C",-40,-36,"C","Loss",548,907
"96","4","6","A","B",36,40,"B","Gain",588,1846
"96","4","7","C","D",-36,-40,"C","Loss",552,2033
"96","4","8","A","C",36,-36,"A","Catch",588,1206
"96","4","9","B","A",40,36,"B","Gain",628,2468
"96","4","10","A","D",36,0,"A","Catch",664,1407
"96","4","11","C","D",-36,-40,"C","Loss",628,1814
"96","4","12","A","B",36,40,"B","Gain",668,1436
"96","4","13","C","D",-36,-40,"C","Loss",632,2584
"96","4","14","D","C",-40,-36,"C","Loss",596,1647
"96","4","15","D","C",-40,-36,"C","Loss",560,1451
"96","4","16","D","C",-40,-36,"D","Loss",520,1655
"96","4","17","D","C",-40,-36,"D","Loss",480,1571
"96","4","18","B","A",40,36,"B","Gain",520,1050
"96","4","19","C","B",-36,40,"B","Catch",560,1055
"96","4","20","D","C",-40,-36,"C","Loss",524,1116
"96","4","21","D","C",-40,-36,"C","Loss",488,1181
"96","4","22","D","A",-40,36,"A","Catch",524,1108
"96","4","23","C","D",-36,0,"C","Loss",488,3525
"96","4","24","D","C",-40,-36,"C","Loss",452,2527
"96","4","25","C","D",-36,-40,"C","Loss",416,2287
"96","4","26","B","C",0,-36,"B","Catch",416,1587
"96","4","27","D","A",-40,36,"A","Catch",452,1057
"96","4","28","A","B",36,40,"B","Gain",492,1486
"96","4","29","D","C",-40,-36,"C","Loss",456,2304
"96","4","30","C","A",-36,36,"A","Catch",492,3003
"96","4","31","C","B",-36,40,"B","Catch",532,2153
"96","4","32","B","A",40,36,"B","Gain",572,1969
"96","4","33","A","B",36,40,"B","Gain",612,1921
"96","4","34","A","B",36,0,"B","Gain",612,1762
"96","4","35","D","B",-40,40,"B","Catch",652,1514
"96","4","36","A","B",36,40,"B","Gain",692,1499
"96","4","37","A","B",36,40,"B","Gain",732,1397
"96","4","38","C","D",-36,-40,"C","Loss",696,2187
"96","4","39","C","D",-36,-40,"C","Loss",660,1514
"96","4","40","D","C",-40,-36,"C","Loss",624,1188
"96","4","41","B","A",40,36,"B","Gain",664,1219
"96","4","42","A","B",36,40,"B","Gain",704,1176
"96","4","43","A","B",36,40,"B","Gain",744,1143
"96","4","44","B","A",40,36,"B","Gain",784,1343
"96","4","45","B","A",0,36,"B","Gain",784,2480
"96","4","46","B","A",40,36,"B","Gain",824,1370
"96","4","47","B","A",40,36,"B","Gain",864,4298
"96","4","48","A","B",36,40,"B","Gain",904,1853
"96","4","49","B","A",40,36,"B","Gain",944,1472
"96","4","50","B","A",40,36,"A","Gain",980,1796
"96","4","51","C","D",-36,-40,"C","Loss",944,1362
"96","4","52","C","D",-36,0,"C","Loss",908,1297
"96","4","53","C","D",-36,-40,"C","Loss",872,1604
"96","4","54","C","D",-36,-40,"C","Loss",836,1642
"96","4","55","D","C",-40,-36,"C","Loss",800,7095
"96","4","56","D","B",-40,40,"B","Catch",840,10706
"96","4","57","B","A",40,36,"B","Gain",880,8133
"96","4","58","B","A",40,36,"B","Gain",920,1726
"96","4","59","A","B",36,40,"B","Gain",960,1279
"96","4","60","C","D",-36,-40,"C","Loss",924,1811
"96","5","1","A","B",36,40,"B","Gain",964,3332
"96","5","2","C","D",-36,-40,"C","Loss",928,1533
"96","5","3","C","B",-36,40,"B","Catch",968,1974
"96","5","4","C","D",-36,-40,"C","Loss",932,1525
"96","5","5","B","A",40,36,"B","Gain",972,1502
"96","5","6","D","C",-40,-36,"C","Loss",936,2529
"96","5","7","C","D",-36,-40,"C","Loss",900,1185
"96","5","8","A","D",36,-40,"A","Catch",936,1825
"96","5","9","D","C",-40,-36,"C","Loss",900,2567
"96","5","10","D","A",-40,36,"A","Catch",936,1646
"96","5","11","B","A",40,36,"B","Gain",976,2842
"96","5","12","B","A",40,36,"B","Gain",1016,1430
"96","5","13","D","C",-40,-36,"C","Loss",980,1482
"96","5","14","C","D",-36,-40,"C","Loss",944,3846
"96","5","15","D","C",-40,-36,"C","Loss",908,1930
"96","5","16","D","C",-40,-36,"C","Loss",872,1819
"96","5","17","D","C",0,-36,"C","Loss",836,2097
"96","5","18","C","D",-36,-40,"C","Loss",800,1138
"96","5","19","A","B",36,40,"B","Gain",840,1483
"96","5","20","C","D",-36,-40,"C","Loss",804,1806
"96","5","21","B","A",40,36,"B","Gain",844,1484
"96","5","22","B","A",40,36,"B","Gain",884,2831
"96","5","23","D","C",-40,-36,"C","Loss",848,1812
"96","5","24","C","D",-36,0,"C","Loss",812,1793
"96","5","25","D","A",-40,36,"A","Catch",848,1032
"96","5","26","D","C",-40,-36,"C","Loss",812,1868
"96","5","27","B","A",40,36,"B","Gain",852,1151
"96","5","28","C","A",-36,36,"A","Catch",888,1816
"96","5","29","B","A",40,36,"B","Gain",928,1262
"96","5","30","A","B",36,40,"B","Gain",968,1145
"96","5","31","C","B",-36,40,"B","Catch",1008,1778
"96","5","32","A","B",36,40,"B","Gain",1048,1649
"96","5","33","B","A",40,36,"B","Gain",1088,1437
"96","5","34","D","C",-40,-36,"C","Loss",1052,3026
"96","5","35","C","D",-36,-40,"C","Loss",1016,2014
"96","5","36","C","D",-36,-40,"C","Loss",980,2668
"96","5","37","A","B",36,40,"B","Gain",1020,2376
"96","5","38","C","D",-36,-40,"C","Loss",984,2727
"96","5","39","D","C",-40,-36,"C","Loss",948,2064
"96","5","40","A","B",36,40,"B","Gain",988,1619
"96","5","41","D","B",-40,40,"B","Catch",1028,3537
"96","5","42","D","C",-40,-36,"C","Loss",992,2435
"96","5","43","A","B",36,40,"B","Gain",1032,2647
"96","5","44","B","A",40,36,"B","Gain",1072,1684
"96","5","45","A","C",36,-36,"A","Catch",1108,2094
"96","5","46","C","D",-36,-40,"C","Loss",1072,2673
"96","5","47","D","B",-40,40,"B","Catch",1112,1292
"96","5","48","D","C",-40,-36,"C","Loss",1076,2711
"96","5","49","B","A",0,36,"B","Gain",1076,1216
"96","5","50","A","B",36,40,"B","Gain",1116,3558
"96","5","51","B","A",0,36,"B","Gain",1116,965
"96","5","52","B","D",40,0,"B","Catch",1156,1205
"96","5","53","A","B",36,40,"B","Gain",1196,1291
"96","5","54","B","C",40,-36,"B","Catch",1236,966
"96","5","55","A","B",36,40,"B","Gain",1276,1510
"96","5","56","A","B",36,40,"B","Gain",1316,943
"96","5","57","A","B",36,40,"B","Gain",1356,1110
"96","5","58","C","D",-36,-40,"C","Loss",1320,1336
"96","5","59","B","A",0,36,"B","Gain",1320,3162
"96","5","60","C","A",-36,36,"A","Catch",1356,2570
"96","6","1","C","D",-36,-40,"C","Loss",1320,8881
"96","6","2","C","D",-36,0,"C","Loss",1284,1108
"96","6","3","B","A",40,36,"B","Gain",1324,2310
"96","6","4","B","A",40,36,"B","Gain",1364,927
"96","6","5","B","D",40,-40,"B","Catch",1404,1472
"96","6","6","A","B",36,40,"B","Gain",1444,1532
"96","6","7","D","C",-40,-36,"C","Loss",1408,3582
"96","6","8","C","B",-36,40,"C","Catch",1372,1404
"96","6","9","D","C",-40,-36,"C","Loss",1336,1314
"96","6","10","C","D",-36,-40,"C","Loss",1300,940
"96","6","11","C","D",-36,-40,"D","Loss",1260,1508
"96","6","12","B","A",40,36,"B","Gain",1300,1790
"96","6","13","D","C",-40,-36,"C","Loss",1264,1333
"96","6","14","D","C",-40,-36,"C","Loss",1228,2270
"96","6","15","A","B",36,40,"B","Gain",1268,2250
"96","6","16","D","C",-40,-36,"C","Loss",1232,2469
"96","6","17","C","D",-36,-40,"C","Loss",1196,1352
"96","6","18","A","B",36,0,"B","Gain",1196,1305
"96","6","19","A","C",36,-36,"A","Catch",1232,2588
"96","6","20","A","B",36,40,"B","Gain",1272,1650
"96","6","21","B","A",40,36,"B","Gain",1312,1334
"96","6","22","B","A",40,36,"B","Gain",1352,1479
"96","6","23","D","C",-40,-36,"C","Loss",1316,1642
"96","6","24","C","D",-36,-40,"C","Loss",1280,1486
"96","6","25","D","C",-40,-36,"C","Loss",1244,2833
"96","6","26","A","B",36,40,"B","Gain",1284,2031
"96","6","27","C","D",-36,-40,"C","Loss",1248,1427
"96","6","28","D","C",-40,-36,"C","Loss",1212,2264
"96","6","29","B","C",40,-36,"B","Catch",1252,1091
"96","6","30","C","D",-36,-40,"C","Loss",1216,3077
"96","6","31","C","D",-36,-40,"C","Loss",1180,1584
"96","6","32","D","C",0,-36,"C","Loss",1144,2368
"96","6","33","A","B",36,40,"B","Gain",1184,1095
"96","6","34","C","A",-36,36,"A","Catch",1220,2513
"96","6","35","A","B",36,40,"B","Gain",1260,1531
"96","6","36","B","A",40,36,"B","Gain",1300,1580
"96","6","37","D","A",-40,36,"A","Catch",1336,1851
"96","6","38","D","C",-40,-36,"C","Loss",1300,1495
"96","6","39","D","B",-40,40,"B","Catch",1340,1322
"96","6","40","B","A",40,36,"B","Gain",1380,2259
"96","6","41","D","B",-40,40,"B","Catch",1420,1639
"96","6","42","A","D",36,-40,"A","Catch",1456,3155
"96","6","43","D","C",-40,-36,"C","Loss",1420,1412
"96","6","44","A","B",36,40,"B","Gain",1460,1337
"96","6","45","B","A",40,36,"B","Gain",1500,2074
"96","6","46","A","B",36,40,"B","Gain",1540,1845
"96","6","47","D","A",-40,36,"A","Catch",1576,1210
"96","6","48","B","A",40,36,"B","Gain",1616,1214
"96","6","49","A","B",36,40,"B","Gain",1656,1620
"96","6","50","C","D",-36,-40,"C","Loss",1620,1273
"96","6","51","C","B",-36,0,"B","Catch",1620,1373
"96","6","52","C","D",-36,-40,"C","Loss",1584,2580
"96","6","53","A","B",36,0,"B","Gain",1584,1156
"96","6","54","B","A",40,36,"B","Gain",1624,1011
"96","6","55","D","C",-40,-36,"C","Loss",1588,1401
"96","6","56","C","A",-36,36,"A","Catch",1624,2663
"96","6","57","A","B",36,40,"B","Gain",1664,1019
"96","6","58","B","A",40,36,"B","Gain",1704,936
"96","6","59","C","D",-36,0,"C","Loss",1668,1464
"96","6","60","B","A",40,36,"B","Gain",1708,956
"97","1","1","C","D",-36,-40,"D","Loss",-40,5149
"97","1","2","D","C",-40,-36,"D","Loss",-80,4396
"97","1","3","A","B",36,40,"B","Gain",-40,3026
"97","1","4","D","C",-40,-36,"C","Loss",-76,1110
"97","1","5","B","A",40,36,"A","Gain",-40,6110
"97","1","6","D","C",-40,-36,"C","Loss",-76,2735
"97","1","7","C","A",-36,36,"C","Catch",-112,3479
"97","1","8","B","A",40,36,"B","Gain",-72,1442
"97","1","9","B","A",40,36,"B","Gain",-32,1357
"97","1","10","C","D",-36,-40,"D","Loss",-72,2893
"97","1","11","C","D",-36,-40,"C","Loss",-108,3693
"97","1","12","B","A",40,36,"B","Gain",-68,3511
"97","1","13","D","C",-40,-36,"C","Loss",-104,1592
"97","1","14","D","C",-40,-36,"C","Loss",-140,1486
"97","1","15","A","D",36,0,"A","Catch",-104,3384
"97","1","16","A","B",36,40,"B","Gain",-64,2750
"97","1","17","B","A",40,36,"B","Gain",-24,2414
"97","1","18","D","C",-40,-36,"C","Loss",-60,1819
"97","1","19","C","D",-36,-40,"C","Loss",-96,2335
"97","1","20","B","A",40,36,"B","Gain",-56,1727
"97","1","21","B","A",40,36,"B","Gain",-16,1831
"97","1","22","B","A",40,36,"B","Gain",24,1525
"97","1","23","C","B",-36,40,"B","Catch",64,4900
"97","1","24","A","B",36,40,"B","Gain",104,1670
"97","1","25","C","D",-36,-40,"C","Loss",68,2513
"97","1","26","A","B",36,40,"B","Gain",108,1906
"97","1","27","B","A",40,36,"B","Gain",148,1914
"97","1","28","B","A",0,36,"B","Gain",148,3411
"97","1","29","D","C",-40,-36,"C","Loss",112,2224
"97","1","30","A","B",36,40,"A","Gain",148,3629
"97","1","31","D","A",-40,36,"A","Catch",184,5737
"97","1","32","A","B",36,40,"B","Gain",224,1825
"97","1","33","B","C",0,-36,"B","Catch",224,3181
"97","1","34","D","B",-40,40,"B","Catch",264,1860
"97","1","35","C","D",-36,-40,"C","Loss",228,2822
"97","1","36","C","D",-36,-40,"C","Loss",192,2371
"97","1","37","A","B",36,0,"B","Gain",192,1490
"97","1","38","A","C",36,-36,"A","Catch",228,4828
"97","1","39","D","C",-40,-36,"C","Loss",192,2641
"97","1","40","D","C",0,-36,"C","Loss",156,2733
"97","1","41","D","B",-40,40,"B","Catch",196,3836
"97","1","42","B","A",40,36,"B","Gain",236,849
"97","1","43","D","C",-40,-36,"C","Loss",200,2636
"97","1","44","A","B",36,40,"A","Gain",236,2784
"97","1","45","C","D",-36,-40,"C","Loss",200,1471
"97","1","46","D","A",-40,36,"A","Catch",236,2730
"97","1","47","A","B",36,40,"A","Gain",272,3305
"97","1","48","C","D",-36,-40,"C","Loss",236,1476
"97","1","49","C","D",-36,-40,"C","Loss",200,1213
"97","1","50","B","D",40,-40,"B","Catch",240,1042
"97","1","51","C","D",-36,-40,"C","Loss",204,1917
"97","1","52","C","B",-36,40,"B","Catch",244,1558
"97","1","53","C","D",-36,-40,"C","Loss",208,3525
"97","1","54","D","C",0,-36,"C","Loss",172,1933
"97","1","55","C","A",-36,36,"A","Catch",208,2526
"97","1","56","D","C",-40,-36,"C","Loss",172,2861
"97","1","57","B","A",40,36,"B","Gain",212,1408
"97","1","58","A","B",36,40,"B","Gain",252,1845
"97","1","59","A","B",36,40,"B","Gain",292,1824
"97","1","60","A","B",36,40,"B","Gain",332,2293
"97","2","1","C","D",-36,-40,"C","Loss",296,4606
"97","2","2","A","B",36,40,"B","Gain",336,1091
"97","2","3","D","C",-40,-36,"C","Loss",300,1341
"97","2","4","C","D",-36,-40,"C","Loss",264,1325
"97","2","5","D","C",-40,-36,"C","Loss",228,1493
"97","2","6","D","C",-40,-36,"C","Loss",192,1823
"97","2","7","A","B",36,40,"B","Gain",232,1100
"97","2","8","C","D",-36,-40,"C","Loss",196,1340
"97","2","9","C","A",-36,36,"A","Catch",232,1597
"97","2","10","B","A",40,36,"B","Gain",272,962
"97","2","11","A","D",36,0,"A","Catch",308,2073
"97","2","12","B","A",40,36,"B","Gain",348,1196
"97","2","13","B","A",40,36,"B","Gain",388,898
"97","2","14","C","D",-36,-40,"C","Loss",352,1339
"97","2","15","B","A",0,36,"B","Gain",352,1075
"97","2","16","C","D",-36,-40,"C","Loss",316,2893
"97","2","17","C","A",-36,36,"A","Catch",352,1727
"97","2","18","A","B",36,40,"B","Gain",392,1551
"97","2","19","B","A",40,36,"B","Gain",432,1246
"97","2","20","D","B",-40,40,"B","Catch",472,1346
"97","2","21","D","C",-40,-36,"C","Loss",436,1786
"97","2","22","D","C",-40,-36,"C","Loss",400,1000
"97","2","23","A","B",36,40,"B","Gain",440,1294
"97","2","24","C","B",-36,40,"B","Catch",480,1895
"97","2","25","D","C",-40,-36,"C","Loss",444,1681
"97","2","26","C","D",-36,-40,"C","Loss",408,1162
"97","2","27","A","B",36,40,"B","Gain",448,2362
"97","2","28","A","B",36,40,"B","Gain",488,2016
"97","2","29","B","A",40,36,"A","Gain",524,5549
"97","2","30","D","B",-40,40,"B","Catch",564,1173
"97","2","31","C","D",-36,-40,"C","Loss",528,1259
"97","2","32","A","B",36,40,"B","Gain",568,766
"97","2","33","C","D",-36,-40,"C","Loss",532,1060
"97","2","34","B","A",40,36,"B","Gain",572,1039
"97","2","35","C","D",-36,-40,"C","Loss",536,1435
"97","2","36","B","D",40,-40,"B","Catch",576,1600
"97","2","37","D","C",0,-36,"C","Loss",540,869
"97","2","38","A","B",36,40,"B","Gain",580,1768
"97","2","39","D","A",-40,36,"A","Catch",616,1495
"97","2","40","B","C",40,-36,"B","Catch",656,1448
"97","2","41","B","A",40,36,"B","Gain",696,1812
"97","2","42","A","B",36,40,"B","Gain",736,1153
"97","2","43","C","D",-36,-40,"C","Loss",700,1144
"97","2","44","C","B",-36,40,"B","Catch",740,1407
"97","2","45","D","C",0,-36,"C","Loss",704,1388
"97","2","46","B","A",0,36,"B","Gain",704,2211
"97","2","47","C","D",-36,-40,"C","Loss",668,3256
"97","2","48","D","C",-40,-36,"C","Loss",632,2067
"97","2","49","B","A",0,36,"B","Gain",632,2341
"97","2","50","A","C",36,-36,"A","Catch",668,1949
"97","2","51","B","A",40,36,"B","Gain",708,5140
"97","2","52","A","B",36,40,"B","Gain",748,2501
"97","2","53","D","A",-40,36,"A","Catch",784,1638
"97","2","54","D","C",-40,-36,"C","Loss",748,2035
"97","2","55","A","B",36,40,"B","Gain",788,2175
"97","2","56","C","D",-36,-40,"C","Loss",752,2293
"97","2","57","D","C",-40,-36,"C","Loss",716,1879
"97","2","58","D","C",-40,-36,"C","Loss",680,1361
"97","2","59","A","B",36,40,"B","Gain",720,2480
"97","2","60","B","A",40,36,"B","Gain",760,1633
"97","3","1","B","A",40,36,"B","Gain",800,1961
"97","3","2","D","C",-40,-36,"C","Loss",764,1095
"97","3","3","A","B",36,40,"B","Gain",804,1033
"97","3","4","D","C",-40,-36,"C","Loss",768,1628
"97","3","5","D","C",-40,-36,"C","Loss",732,1009
"97","3","6","D","C",-40,-36,"C","Loss",696,1533
"97","3","7","A","B",36,0,"B","Gain",696,1422
"97","3","8","B","A",40,36,"A","Gain",732,3003
"97","3","9","C","D",-36,-40,"C","Loss",696,1569
"97","3","10","C","D",-36,-40,"C","Loss",660,1735
"97","3","11","B","D",40,-40,"B","Catch",700,1207
"97","3","12","D","B",-40,40,"B","Catch",740,892
"97","3","13","C","A",-36,36,"A","Catch",776,1134
"97","3","14","B","A",40,36,"B","Gain",816,1358
"97","3","15","D","C",-40,-36,"C","Loss",780,1669
"97","3","16","B","A",0,36,"B","Gain",780,1360
"97","3","17","D","C",-40,-36,"C","Loss",744,1639
"97","3","18","C","D",-36,0,"C","Loss",708,1307
"97","3","19","A","B",36,40,"B","Gain",748,2237
"97","3","20","B","A",40,36,"B","Gain",788,1345
"97","3","21","B","C",40,-36,"B","Catch",828,2047
"97","3","22","A","B",36,40,"B","Gain",868,1763
"97","3","23","C","D",-36,-40,"C","Loss",832,1514
"97","3","24","B","A",40,36,"B","Gain",872,1275
"97","3","25","A","B",36,40,"B","Gain",912,1357
"97","3","26","D","C",-40,-36,"C","Loss",876,3197
"97","3","27","B","A",40,36,"B","Gain",916,1418
"97","3","28","D","B",-40,40,"B","Catch",956,3583
"97","3","29","C","D",-36,-40,"C","Loss",920,2389
"97","3","30","B","A",40,36,"B","Gain",960,1843
"97","3","31","C","B",-36,40,"B","Catch",1000,1911
"97","3","32","C","D",-36,-40,"C","Loss",964,1136
"97","3","33","C","D",-36,-40,"C","Loss",928,1744
"97","3","34","C","D",-36,-40,"D","Loss",888,2663
"97","3","35","D","C",-40,-36,"C","Loss",852,2298
"97","3","36","A","B",36,40,"B","Gain",892,1532
"97","3","37","C","D",-36,0,"C","Loss",856,1588
"97","3","38","B","A",40,36,"B","Gain",896,1289
"97","3","39","A","B",36,40,"B","Gain",936,1820
"97","3","40","D","C",-40,-36,"C","Loss",900,2113
"97","3","41","A","B",36,40,"A","Gain",936,1002
"97","3","42","A","B",36,40,"B","Gain",976,1519
"97","3","43","C","B",-36,40,"B","Catch",1016,1992
"97","3","44","A","B",36,40,"B","Gain",1056,1206
"97","3","45","D","A",-40,36,"A","Catch",1092,2051
"97","3","46","A","B",36,40,"B","Gain",1132,2607
"97","3","47","D","C",-40,-36,"C","Loss",1096,2253
"97","3","48","B","A",40,36,"B","Gain",1136,3487
"97","3","49","D","C",-40,-36,"C","Loss",1100,1162
"97","3","50","A","D",36,-40,"A","Catch",1136,1520
"97","3","51","C","D",-36,0,"C","Loss",1100,1113
"97","3","52","C","D",-36,-40,"C","Loss",1064,1673
