"Subject","Block","Trial","Object_1","Object_2","Object_3","Reward_1","Reward_2","Reward_3","Action","SetSize","Stim_Count","RT","PreCorrect","Delay"
79,12,40,"BJ","BK","BL",1,0,0,"BJ",6,7,0.772614274173975,6,9
79,12,41,"BJ","BK","BL",1,0,0,"BJ",6,8,0.677107468713075,7,1
79,12,42,"DJ","DK","DL",0,1,0,"DK",6,7,0.814920197241008,1,10
79,12,43,"DJ","DK","DL",0,1,0,"DK",6,8,0.485005212947726,2,1
79,12,44,"EJ","EK","EL",0,0,1,"EL",6,7,0.608407429419458,5,6
79,12,45,"CJ","CK","CL",0,1,0,"CK",6,8,0.762359188869596,7,10
79,12,46,"FJ","FK","FL",0,0,1,"FL",6,8,0.603960797656327,7,10
79,12,47,"CJ","CK","CL",0,1,0,"CK",6,9,0.695436493493617,8,2
79,12,48,"AJ","AK","AL",1,0,0,"AJ",6,8,0.599694496486336,3,9
79,12,49,"AJ","AK","AL",1,0,0,"AJ",6,9,0.566374726127833,4,1
79,12,50,"EJ","EK","EL",0,0,1,"EL",6,8,0.657994870096445,6,6
79,12,51,"FJ","FK","FL",0,0,1,"FL",6,9,0.56099340505898,8,5
79,12,52,"BJ","BK","BL",1,0,0,"BJ",6,9,0.579588634893298,8,11
79,12,53,"DJ","DK","DL",0,1,0,"DK",6,9,0.859250823501498,3,10
79,12,54,"EJ","EK","EL",0,0,1,"EL",6,9,0.700482026208192,7,4
79,13,1,"AJ","AK","AL",1,0,0,"AJ",2,1,0.365888990927488,0,NA
79,13,2,"BJ","BK","BL",0,0,1,"BK",2,1,0.755906768143177,0,NA
79,13,3,"AJ","AK","AL",1,0,0,"AJ",2,2,0.53482322068885,1,2
79,13,4,"AJ","AK","AL",1,0,0,"AJ",2,3,0.845830059144646,2,1
79,13,5,"BJ","BK","BL",0,0,1,"BL",2,2,0.374439411330968,0,NA
79,13,6,"AJ","AK","AL",1,0,0,"AJ",2,4,0.403807225637138,3,2
79,13,7,"BJ","BK","BL",0,0,1,"BL",2,3,0.370739097706974,1,2
79,13,8,"AJ","AK","AL",1,0,0,"AJ",2,5,0.41903354274109,4,2
79,13,9,"BJ","BK","BL",0,0,1,"BL",2,4,0.323415522929281,2,2
79,13,10,"AJ","AK","AL",1,0,0,"AJ",2,6,0.50904548773542,5,2
79,13,11,"BJ","BK","BL",0,0,1,"BL",2,5,0.586023162584752,3,2
79,13,12,"AJ","AK","AL",1,0,0,"AJ",2,7,0.333887672051787,6,2
79,13,13,"AJ","AK","AL",1,0,0,"AL",2,8,0.300565684679896,7,1
79,13,14,"BJ","BK","BL",0,0,1,"BL",2,6,0.600180172827095,4,3
79,13,15,"BJ","BK","BL",0,0,1,"BL",2,7,0.739500465337187,5,1
79,13,16,"AJ","AK","AL",1,0,0,"AJ",2,9,0.800832605455071,7,4
79,13,17,"BJ","BK","BL",0,0,1,"BL",2,8,0.641539158765227,6,2
79,13,18,"BJ","BK","BL",0,0,1,"BL",2,9,0.545342808589339,7,1
79,14,1,"BJ","BK","BL",0,1,0,"BJ",3,1,0.899309776723385,0,NA
79,14,2,"CJ","CK","CL",0,0,1,"CJ",3,1,0.758061232045293,0,NA
79,14,3,"CJ","CK","CL",0,0,1,"CK",3,2,0.584099305327982,0,NA
79,14,4,"AJ","AK","AL",1,0,0,"AJ",3,1,1.02048426819965,0,NA
79,14,5,"BJ","BK","BL",0,1,0,"BL",3,2,1.38194992765784,0,NA
79,14,6,"CJ","CK","CL",0,0,1,"CL",3,3,0.614238738548011,0,NA
79,14,7,"BJ","BK","BL",0,1,0,"BK",3,3,1.05018567573279,0,NA
79,14,8,"CJ","CK","CL",0,0,1,"CL",3,4,0.766805507708341,1,2
79,14,9,"AJ","AK","AL",1,0,0,"AJ",3,2,0.388030496425927,1,5
79,14,10,"BJ","BK","BL",0,1,0,"BK",3,4,0.480018754024059,1,3
79,14,11,"AJ","AK","AL",1,0,0,"AJ",3,3,0.760570048820227,2,2
79,14,12,"BJ","BK","BL",0,1,0,"BK",3,5,0.525091286748648,2,2
79,14,13,"CJ","CK","CL",0,0,1,"CL",3,5,0.522555766161531,2,5
79,14,14,"AJ","AK","AL",1,0,0,"AJ",3,4,0.630793299060315,3,3
79,14,15,"CJ","CK","CL",0,0,1,"CL",3,6,0.722435775678605,3,2
79,14,16,"AJ","AK","AL",1,0,0,"AJ",3,5,0.658160565420985,4,2
79,14,17,"BJ","BK","BL",0,1,0,"BK",3,6,0.436386920046061,3,5
79,14,18,"BJ","BK","BL",0,1,0,"BK",3,7,0.591702253557742,4,1
79,14,19,"CJ","CK","CL",0,0,1,"CL",3,7,0.933175808750093,4,4
79,14,20,"CJ","CK","CL",0,0,1,"CL",3,8,0.524172077421099,5,1
79,14,21,"AJ","AK","AL",1,0,0,"AJ",3,6,0.522102280985564,5,5
79,14,22,"AJ","AK","AL",1,0,0,"AJ",3,7,0.645341606345028,6,1
79,14,23,"BJ","BK","BL",0,1,0,"BK",3,8,0.628844579216093,5,5
79,14,24,"BJ","BK","BL",0,1,0,"BK",3,9,0.643252843990922,6,1
79,14,25,"CJ","CK","CL",0,0,1,"CL",3,9,0.766003826167434,6,5
79,14,26,"AJ","AK","AL",1,0,0,"AJ",3,8,0.795192864723504,7,4
79,14,27,"AJ","AK","AL",1,0,0,"AJ",3,9,0.511360831093043,8,1
79,15,1,"AJ","AK","AL",0,1,0,"AJ",2,1,0.338804825209081,0,NA
79,15,2,"BJ","BK","BL",0,0,1,"BJ",2,1,0.760092562995851,0,NA
79,15,3,"BJ","BK","BL",0,0,1,"BK",2,2,1.15027058264241,0,NA
79,15,4,"AJ","AK","AL",0,1,0,"AK",2,2,0.710386475548148,0,NA
79,15,5,"AJ","AK","AL",0,1,0,"AK",2,3,0.707931746728718,1,1
79,15,6,"BJ","BK","BL",0,0,1,"BL",2,3,0.36267650173977,0,NA
79,15,7,"BJ","BK","BL",0,0,1,"BL",2,4,0.79789901804179,1,1
79,15,8,"AJ","AK","AL",0,1,0,"AK",2,4,0.54550983151421,2,3
79,15,9,"AJ","AK","AL",0,1,0,"AK",2,5,0.449634614400566,3,1
79,15,10,"BJ","BK","BL",0,0,1,"BL",2,5,0.50988343032077,2,3
79,15,11,"BJ","BK","BL",0,0,1,"BL",2,6,0.430615306831896,3,1
79,15,12,"AJ","AK","AL",0,1,0,"AK",2,6,0.553721425123513,4,3
79,15,13,"AJ","AK","AL",0,1,0,"AK",2,7,0.537597024813294,5,1
79,15,14,"BJ","BK","BL",0,0,1,"BL",2,7,0.379271802958101,4,3
79,15,15,"BJ","BK","BL",0,0,1,"BL",2,8,0.439228066243231,5,1
79,15,16,"AJ","AK","AL",0,1,0,"AK",2,8,0.406069803517312,6,3
79,15,17,"BJ","BK","BL",0,0,1,"BK",2,9,0.435498594306409,6,2
79,15,18,"AJ","AK","AL",0,1,0,"AK",2,9,0.495897697750479,7,2
79,16,1,"BJ","BK","BL",0,0,1,"BJ",2,1,0.810546846594661,0,NA
79,16,2,"BJ","BK","BL",0,0,1,"BK",2,2,0.636486510746181,0,NA
79,16,3,"AJ","AK","AL",0,1,0,"AJ",2,1,0.778206011280417,0,NA
79,16,4,"AJ","AK","AL",0,1,0,"AK",2,2,0.524990234524012,0,NA
79,16,5,"BJ","BK","BL",0,0,1,"BL",2,3,0.33528671739623,0,NA
79,16,6,"BJ","BK","BL",0,0,1,"BL",2,4,0.615029039792717,1,1
79,16,7,"AJ","AK","AL",0,1,0,"AK",2,3,0.550157066434622,1,3
79,16,8,"AJ","AK","AL",0,1,0,"AK",2,4,0.767445561941713,2,1
79,16,9,"BJ","BK","BL",0,0,1,"BL",2,5,0.468845477327704,2,3
79,16,10,"AJ","AK","AL",0,1,0,"AK",2,5,0.608301555272192,3,2
79,16,11,"AJ","AK","AL",0,1,0,"AK",2,6,0.543828418944031,4,1
79,16,12,"BJ","BK","BL",0,0,1,"BL",2,6,0.401968043297529,3,3
79,16,13,"BJ","BK","BL",0,0,1,"BL",2,7,0.462864350527525,4,1
79,16,14,"AJ","AK","AL",0,1,0,"AK",2,7,0.55441178008914,5,3
79,16,15,"BJ","BK","BL",0,0,1,"BL",2,8,0.537285249680281,5,2
79,16,16,"BJ","BK","BL",0,0,1,"BL",2,9,0.535348469857126,6,1
79,16,17,"AJ","AK","AL",0,1,0,"AK",2,8,0.56450481293723,6,3
79,16,18,"AJ","AK","AL",0,1,0,"AK",2,9,0.705549149308354,7,1
79,17,1,"CJ","CK","CL",0,0,1,"CJ",5,1,0.614831016398966,0,NA
79,17,2,"DJ","DK","DL",0,0,1,"DJ",5,1,0.737733998801559,0,NA
79,17,3,"EJ","EK","EL",0,0,1,"EJ",5,1,0.735092216636986,0,NA
79,17,4,"EJ","EK","EL",0,0,1,"EK",5,2,0.686750791035593,0,NA
79,17,5,"DJ","DK","DL",0,0,1,"DK",5,2,0.903906278777868,0,NA
79,17,6,"AJ","AK","AL",1,0,0,"AJ",5,1,0.793751484248787,0,NA
79,17,7,"BJ","BK","BL",0,1,0,"BJ",5,1,0.884919342119247,0,NA
79,17,8,"AJ","AK","AL",1,0,0,"AJ",5,2,0.537474832963198,1,2
79,17,9,"BJ","BK","BL",0,1,0,"BL",5,2,0.974357496481389,0,NA
79,17,10,"CJ","CK","CL",0,0,1,"CK",5,2,0.878396790940315,0,NA
79,17,11,"EJ","EK","EL",0,0,1,"EK",5,3,1.25205296790227,0,NA
79,17,12,"EJ","EK","EL",0,0,1,"EJ",5,4,0.515616084914654,0,NA
79,17,13,"DJ","DK","DL",0,0,1,"DJ",5,3,1.03127073077485,0,NA
79,17,14,"BJ","BK","BL",0,1,0,"BJ",5,3,0.903497911058366,0,NA
79,17,15,"AJ","AK","AL",1,0,0,"AJ",5,3,0.557218850590289,2,7
79,17,16,"AJ","AK","AL",1,0,0,"AJ",5,4,0.773965203203261,3,1
79,17,17,"BJ","BK","BL",0,1,0,"BL",5,4,0.584455101750791,0,NA
79,17,18,"CJ","CK","CL",0,0,1,"CL",5,3,1.28731198981404,0,NA
79,17,19,"DJ","DK","DL",0,0,1,"DL",5,4,0.878532775677741,0,NA
79,17,20,"EJ","EK","EL",0,0,1,"EL",5,5,0.719535266514868,0,NA
79,17,21,"DJ","DK","DL",0,0,1,"DL",5,5,1.21831539832056,1,2
79,17,22,"EJ","EK","EL",0,0,1,"EL",5,6,0.606576683931053,1,2
79,17,23,"AJ","AK","AL",1,0,0,"AJ",5,5,0.480022184085101,4,7
79,17,24,"CJ","CK","CL",0,0,1,"CJ",5,4,0.713009782135487,1,6
79,17,25,"AJ","AK","AL",1,0,0,"AJ",5,6,0.679960317444056,5,2
79,17,26,"BJ","BK","BL",0,1,0,"BJ",5,5,1.21052117645741,0,NA
79,17,27,"CJ","CK","CL",0,0,1,"CL",5,5,0.492772224359214,1,9
79,17,28,"DJ","DK","DL",0,0,1,"DL",5,6,0.538762483280152,2,7
79,17,29,"BJ","BK","BL",0,1,0,"BL",5,6,0.630956604611129,0,NA
79,17,30,"EJ","EK","EL",0,0,1,"EL",5,7,0.753495850134641,2,8
79,17,31,"EJ","EK","EL",0,0,1,"EL",5,8,0.833918003831059,3,1
79,17,32,"AJ","AK","AL",1,0,0,"AJ",5,7,0.51868543215096,6,7
79,17,33,"DJ","DK","DL",0,0,1,"DL",5,7,0.704509205650538,3,5
79,17,34,"AJ","AK","AL",1,0,0,"AJ",5,8,0.608938223682344,7,2
79,17,35,"CJ","CK","CL",0,0,1,"CL",5,6,0.544546826276928,2,8
79,17,36,"DJ","DK","DL",0,0,1,"DL",5,8,0.698305991943926,4,3
79,17,37,"BJ","BK","BL",0,1,0,"BK",5,7,0.727621230762452,0,NA
79,17,38,"CJ","CK","CL",0,0,1,"CL",5,7,0.757142530754209,3,3
79,17,39,"EJ","EK","EL",0,0,1,"EL",5,9,0.583470019046217,4,8
79,17,40,"BJ","BK","BL",0,1,0,"BK",5,8,0.925846567843109,1,3
79,17,41,"DJ","DK","DL",0,0,1,"DL",5,9,0.734952926635742,5,5
79,17,42,"AJ","AK","AL",1,0,0,"AJ",5,9,0.451012031175196,8,8
79,17,43,"CJ","CK","CL",0,0,1,"CL",5,8,0.550706238951534,4,5
79,17,44,"CJ","CK","CL",0,0,1,"CL",5,9,0.548359624575824,5,1
79,17,45,"BJ","BK","BL",0,1,0,"BK",5,9,0.640169516671449,2,5
79,17,46,"BJ","BK","BL",0,1,0,"BK",5,10,0.467334665358067,3,1
79,18,1,"CJ","CK","CL",0,0,1,"CJ",3,1,0.734125529415905,0,NA
79,18,2,"CJ","CK","CL",0,0,1,"CK",3,2,0.544275201391429,0,NA
79,18,3,"AJ","AK","AL",1,0,0,"AJ",3,1,0.854878998361528,0,NA
79,18,4,"BJ","BK","BL",0,1,0,"BK",3,1,0.74545174697414,0,NA
79,18,5,"AJ","AK","AL",1,0,0,"AJ",3,2,0.804823201615363,1,2
79,18,6,"BJ","BK","BL",0,1,0,"BK",3,2,0.834108449518681,1,2
79,18,7,"CJ","CK","CL",0,0,1,"CL",3,3,0.425341265276074,0,NA
79,18,8,"BJ","BK","BL",0,1,0,"BK",3,3,0.76738793309778,2,2
79,18,9,"AJ","AK","AL",1,0,0,"AJ",3,3,0.452469107229263,2,4
79,18,10,"CJ","CK","CL",0,0,1,"CL",3,4,0.6066426304169,1,3
79,18,11,"AJ","AK","AL",1,0,0,"AJ",3,4,0.573931873776019,3,2
79,18,12,"BJ","BK","BL",0,1,0,"BK",3,4,0.634359547868371,3,4
79,18,13,"BJ","BK","BL",0,1,0,"BK",3,5,0.617270280141383,4,1
79,18,14,"AJ","AK","AL",1,0,0,"AJ",3,5,0.631558025255799,4,3
79,18,15,"CJ","CK","CL",0,0,1,"CL",3,5,0.629543601535261,2,5
79,18,16,"CJ","CK","CL",0,0,1,"CL",3,6,0.61333704739809,3,1
79,18,17,"AJ","AK","AL",1,0,0,"AJ",3,6,0.533527394756675,5,3
79,18,18,"BJ","BK","BL",0,1,0,"BK",3,6,0.43772203149274,5,5
79,18,19,"BJ","BK","BL",0,1,0,"BK",3,7,0.640236487612128,6,1
79,18,20,"CJ","CK","CL",0,0,1,"CL",3,7,0.637650586664677,4,4
79,18,21,"AJ","AK","AL",1,0,0,"AJ",3,7,0.47915278095752,6,4
79,18,22,"CJ","CK","CL",0,0,1,"CL",3,8,0.633446316234767,5,2
79,18,23,"BJ","BK","BL",0,1,0,"BK",3,8,0.539041862823069,7,4
79,18,24,"CJ","CK","CL",0,0,1,"CL",3,9,0.568447676021606,6,2
79,18,25,"AJ","AK","AL",1,0,0,"AJ",3,8,0.504015070386231,7,4
79,18,26,"AJ","AK","AL",1,0,0,"AJ",3,9,0.644994070287794,8,1
79,18,27,"BJ","BK","BL",0,1,0,"BK",3,9,0.548005227930844,8,4
80,1,1,"BJ","BK","BL",0,0,1,"BL",2,1,0.660681012901478,0,NA
80,1,2,"AJ","AK","AL",0,1,0,"AL",2,1,0.815441191429272,0,NA
80,1,3,"AJ","AK","AL",0,1,0,"AK",2,2,0.658135624835268,0,NA
80,1,4,"BJ","BK","BL",0,0,1,"BL",2,2,0.751770967035554,1,3
80,1,5,"BJ","BK","BL",0,0,1,"BL",2,3,0.514907262171619,2,1
80,1,6,"AJ","AK","AL",0,1,0,"AK",2,3,0.605148101225495,1,3
80,1,7,"AJ","AK","AL",0,1,0,"AK",2,4,0.57272206468042,2,1
80,1,8,"BJ","BK","BL",0,0,1,"BL",2,4,0.636830082046799,3,3
80,1,9,"BJ","BK","BL",0,0,1,"BL",2,5,0.491488489089534,4,1
80,1,10,"AJ","AK","AL",0,1,0,"AK",2,5,0.552513888804242,3,3
80,1,11,"AJ","AK","AL",0,1,0,"AK",2,6,0.552616930683143,4,1
80,1,12,"BJ","BK","BL",0,0,1,"BL",2,6,0.532316823140718,5,3
80,1,13,"BJ","BK","BL",0,0,1,"BL",2,7,0.451947130495682,6,1
80,1,14,"AJ","AK","AL",0,1,0,"AK",2,7,0.482238888856955,5,3
80,1,15,"AJ","AK","AL",0,1,0,"AK",2,8,0.418875649920665,6,1
80,1,16,"BJ","BK","BL",0,0,1,"BL",2,8,0.497198958648369,7,3
80,1,17,"AJ","AK","AL",0,1,0,"AK",2,9,0.601706607267261,7,2
80,1,18,"BJ","BK","BL",0,0,1,"BL",2,9,0.507920264964923,8,2
80,2,1,"BJ","BK","BL",1,0,0,"BL",2,1,0.502461722586304,0,NA
80,2,2,"AJ","AK","AL",1,0,0,"AL",2,1,0.815890294499695,0,NA
80,2,3,"AJ","AK","AL",1,0,0,"AK",2,2,0.706947644124739,0,NA
80,2,4,"BJ","BK","BL",1,0,0,"BK",2,2,0.749324355856515,0,NA
80,2,5,"AJ","AK","AL",1,0,0,"AJ",2,3,0.372547462582588,0,NA
80,2,6,"BJ","BK","BL",1,0,0,"BJ",2,3,0.30924430466257,0,NA
80,2,7,"BJ","BK","BL",1,0,0,"BJ",2,4,0.277002161368728,1,1
80,2,8,"AJ","AK","AL",1,0,0,"AJ",2,4,0.0881833671592176,1,3
80,2,9,"BJ","BK","BL",1,0,0,"BJ",2,5,0.164652800303884,2,2
80,2,10,"AJ","AK","AL",1,0,0,"AJ",2,5,0.303360124700703,2,2
80,2,11,"AJ","AK","AL",1,0,0,"AJ",2,6,0.177237637457438,3,1
80,2,12,"BJ","BK","BL",1,0,0,"BJ",2,6,0.194051262689754,3,3
80,2,13,"BJ","BK","BL",1,0,0,"BJ",2,7,0.0971585024381056,4,1
80,2,14,"AJ","AK","AL",1,0,0,"AJ",2,7,0.127563535468653,4,3
80,2,15,"AJ","AK","AL",1,0,0,"AJ",2,8,0.0474136566044763,5,1
80,2,16,"BJ","BK","BL",1,0,0,"BJ",2,8,0.20578040718101,5,3
80,2,17,"BJ","BK","BL",1,0,0,"BJ",2,9,0.111015864880756,6,1
80,2,18,"AJ","AK","AL",1,0,0,"AJ",2,9,0.215788080822676,6,3
80,3,1,"AJ","AK","AL",1,0,0,"AL",6,1,0.563317361753434,0,NA
80,3,2,"EJ","EK","EL",0,0,1,"EL",6,1,0.935134981293231,0,NA
80,3,3,"BJ","BK","BL",0,1,0,"BL",6,1,1.02778804837726,0,NA
80,3,4,"FJ","FK","FL",0,0,1,"FL",6,1,0.933063109405339,0,NA
80,3,5,"CJ","CK","CL",0,1,0,"CL",6,1,0.852582147228532,0,NA
80,3,6,"BJ","BK","BL",0,1,0,"BK",6,2,0.806586988386698,0,NA
80,3,7,"FJ","FK","FL",0,0,1,"FL",6,2,0.834224106860347,1,3
80,3,8,"DJ","DK","DL",0,1,0,"DJ",6,1,1.17837734241039,0,NA
80,3,9,"CJ","CK","CL",0,1,0,"CK",6,2,1.17644517798908,0,NA
80,3,10,"DJ","DK","DL",0,1,0,"DL",6,2,1.003894246649,0,NA
80,3,11,"AJ","AK","AL",1,0,0,"AK",6,2,1.46970715979114,0,NA
80,3,12,"EJ","EK","EL",0,0,1,"EL",6,2,0.889655896695331,1,10
80,3,13,"CJ","CK","CL",0,1,0,"CK",6,3,0.860048003029078,1,4
80,3,14,"FJ","FK","FL",0,0,1,"FL",6,3,0.844116358552128,2,7
80,3,15,"BJ","BK","BL",0,1,0,"BJ",6,3,1.07508569292258,1,9
80,3,16,"DJ","DK","DL",0,1,0,"DK",6,3,1.02511372568551,0,NA
80,3,17,"AJ","AK","AL",1,0,0,"AJ",6,3,1.0868091272423,0,NA
80,3,18,"EJ","EK","EL",0,0,1,"EL",6,3,0.835380210075527,2,6
80,3,19,"AJ","AK","AL",1,0,0,"AJ",6,4,0.942823391058482,1,2
80,3,20,"FJ","FK","FL",0,0,1,"FL",6,4,0.722777161747217,3,6
80,3,21,"BJ","BK","BL",0,1,0,"BK",6,4,0.955473444540985,1,15
80,3,22,"DJ","DK","DL",0,1,0,"DL",6,4,1.22204632230569,1,6
80,3,23,"CJ","CK","CL",0,1,0,"CL",6,4,1.17062979168259,2,10
80,3,24,"CJ","CK","CL",0,1,0,"CK",6,5,0.495654460974038,2,11
80,3,25,"FJ","FK","FL",0,0,1,"FL",6,5,0.932867733296007,4,5
80,3,26,"BJ","BK","BL",0,1,0,"BL",6,5,1.13763670995831,2,5
80,3,27,"EJ","EK","EL",0,0,1,"EL",6,4,0.760920267784968,3,9
80,3,28,"DJ","DK","DL",0,1,0,"DL",6,5,1.26182531006634,1,12
80,3,29,"AJ","AK","AL",1,0,0,"AJ",6,5,1.10442486440297,2,10
80,3,30,"FJ","FK","FL",0,0,1,"FL",6,6,0.776279379613698,5,5
80,3,31,"EJ","EK","EL",0,0,1,"EL",6,5,0.849866916192695,4,4
80,3,32,"AJ","AK","AL",1,0,0,"AL",6,6,1.11658323148731,3,3
80,3,33,"DJ","DK","DL",0,1,0,"DK",6,6,1.36319383780938,1,17
80,3,34,"CJ","CK","CL",0,1,0,"CK",6,6,0.861610833439045,3,10
80,3,35,"FJ","FK","FL",0,0,1,"FL",6,7,0.672707967692986,6,5
80,3,36,"BJ","BK","BL",0,1,0,"BJ",6,6,1.09618331468664,2,15
80,3,37,"BJ","BK","BL",0,1,0,"BK",6,7,0.480972716351971,2,16
80,3,38,"FJ","FK","FL",0,0,1,"FL",6,8,0.793051856686361,7,3
80,3,39,"CJ","CK","CL",0,1,0,"CK",6,7,0.762451675254852,4,5
80,3,40,"DJ","DK","DL",0,1,0,"DK",6,7,0.759447556571104,2,7
80,3,41,"EJ","EK","EL",0,0,1,"EL",6,6,0.669594952138141,5,10
80,3,42,"EJ","EK","EL",0,0,1,"EL",6,7,0.569648309843615,6,1
80,3,43,"AJ","AK","AL",1,0,0,"AJ",6,7,0.727975867106579,3,14
80,3,44,"BJ","BK","BL",0,1,0,"BK",6,8,0.898508064798079,3,7
80,3,45,"AJ","AK","AL",1,0,0,"AJ",6,8,0.940519409952685,4,2
80,3,46,"BJ","BK","BL",0,1,0,"BK",6,9,0.724587261560373,4,2
80,3,47,"DJ","DK","DL",0,1,0,"DK",6,8,0.733882114989683,3,7
80,3,48,"CJ","CK","CL",0,1,0,"CK",6,8,0.73295480851084,5,9
80,3,49,"FJ","FK","FL",0,0,1,"FL",6,9,0.670521751162596,8,11
80,3,50,"EJ","EK","EL",0,0,1,"EL",6,8,0.699950594105758,7,8
80,3,51,"EJ","EK","EL",0,0,1,"EL",6,9,0.57498026243411,8,1
80,3,52,"CJ","CK","CL",0,1,0,"CK",6,9,0.640313521609642,6,4
80,3,53,"DJ","DK","DL",0,1,0,"DK",6,9,0.650498428498395,4,6
80,3,54,"AJ","AK","AL",1,0,0,"AJ",6,9,0.758205464342609,5,9
80,4,1,"AJ","AK","AL",1,0,0,"AL",5,1,0.41656326118391,0,NA
80,4,2,"BJ","BK","BL",1,0,0,"BL",5,1,0.603407487622462,0,NA
80,4,3,"CJ","CK","CL",1,0,0,"CL",5,1,0.634069160092622,0,NA
80,4,4,"CJ","CK","CL",1,0,0,"CK",5,2,0.789343100390397,0,NA
80,4,5,"DJ","DK","DL",0,0,1,"DL",5,1,0.976124985842034,0,NA
80,4,6,"AJ","AK","AL",1,0,0,"AK",5,2,0.872076750383712,0,NA
80,4,7,"DJ","DK","DL",0,0,1,"DL",5,2,0.833731895545498,1,2
80,4,8,"EJ","EK","EL",0,0,1,"EL",5,1,0.893893969827332,0,NA
80,4,9,"EJ","EK","EL",0,0,1,"EL",5,2,0.720713077345863,1,1
80,4,10,"AJ","AK","AL",1,0,0,"AJ",5,3,1.19622258620802,0,NA
80,4,11,"BJ","BK","BL",1,0,0,"BK",5,2,1.02163514343556,0,NA
80,4,12,"BJ","BK","BL",1,0,0,"BJ",5,3,0.746037197066471,0,NA
80,4,13,"CJ","CK","CL",1,0,0,"CJ",5,3,1.15199761895929,0,NA
80,4,14,"CJ","CK","CL",1,0,0,"CJ",5,4,0.556263330741785,1,1
80,4,15,"AJ","AK","AL",1,0,0,"AJ",5,4,1.0246089741122,1,5
80,4,16,"DJ","DK","DL",0,0,1,"DL",5,3,0.616945651941933,2,9
80,4,17,"DJ","DK","DL",0,0,1,"DL",5,4,0.536681876052171,3,1
80,4,18,"EJ","EK","EL",0,0,1,"EL",5,3,0.535621844697744,2,9
80,4,19,"EJ","EK","EL",0,0,1,"EL",5,4,0.565923515707254,3,1
80,4,20,"BJ","BK","BL",1,0,0,"BJ",5,4,0.854258242063224,1,8
80,4,21,"CJ","CK","CL",1,0,0,"CJ",5,5,0.852410816703923,2,7
80,4,22,"AJ","AK","AL",1,0,0,"AJ",5,5,1.03130063856952,2,7
80,4,23,"DJ","DK","DL",0,0,1,"DL",5,5,0.630809386959299,4,6
80,4,24,"DJ","DK","DL",0,0,1,"DL",5,6,0.466988534084521,5,1
80,4,25,"EJ","EK","EL",0,0,1,"EL",5,5,0.762385836569592,4,6
80,4,26,"EJ","EK","EL",0,0,1,"EL",5,6,0.479587721638381,5,1
80,4,27,"AJ","AK","AL",1,0,0,"AJ",5,6,0.697922937921248,3,5
80,4,28,"BJ","BK","BL",1,0,0,"BJ",5,5,0.716403175494634,2,8
80,4,29,"BJ","BK","BL",1,0,0,"BJ",5,6,0.46091700065881,3,1
80,4,30,"CJ","CK","CL",1,0,0,"CJ",5,6,0.953232419444248,3,9
80,4,31,"DJ","DK","DL",0,0,1,"DJ",5,7,0.517177385394461,6,7
80,4,32,"DJ","DK","DL",0,0,1,"DL",5,8,0.412895253160968,6,8
80,4,33,"AJ","AK","AL",1,0,0,"AJ",5,7,0.655103578232229,4,6
80,4,34,"CJ","CK","CL",1,0,0,"CJ",5,7,0.755560302175581,4,4
80,4,35,"EJ","EK","EL",0,0,1,"EL",5,7,0.778358776820824,6,9
80,4,36,"AJ","AK","AL",1,0,0,"AJ",5,8,0.83987419528421,5,3
80,4,37,"EJ","EK","EL",0,0,1,"EL",5,8,0.759806885500439,7,2
80,4,38,"BJ","BK","BL",1,0,0,"BJ",5,7,0.687310410896316,4,9
80,4,39,"BJ","BK","BL",1,0,0,"BJ",5,8,0.693196888547391,5,1
80,4,40,"DJ","DK","DL",0,0,1,"DL",5,9,0.630000307457522,7,8
80,4,41,"CJ","CK","CL",1,0,0,"CJ",5,8,0.75421717565041,5,7
80,4,42,"AJ","AK","AL",1,0,0,"AJ",5,9,0.784522889414802,6,6
80,4,43,"EJ","EK","EL",0,0,1,"EL",5,9,0.597301578614861,8,6
80,4,44,"BJ","BK","BL",1,0,0,"BJ",5,9,0.735105214407668,6,5
80,4,45,"CJ","CK","CL",1,0,0,"CJ",5,9,0.735857562860474,6,4
80,4,46,"EJ","EK","EL",0,0,1,"EL",5,10,0.771836155210622,9,3
80,4,47,"EJ","EK","EL",0,0,1,"EL",5,11,0.544572534505278,10,1
80,4,48,"AJ","AK","AL",1,0,0,"AJ",5,10,0.801557248574682,7,6
80,4,49,"AJ","AK","AL",1,0,0,"AJ",5,11,0.557279368978925,8,1
80,4,50,"DJ","DK","DL",0,0,1,"DL",5,10,0.775411359150894,8,10
80,4,51,"DJ","DK","DL",0,0,1,"DL",5,11,0.623029768001288,9,1
80,4,52,"BJ","BK","BL",1,0,0,"BJ",5,10,0.743666417198256,7,8
80,4,53,"BJ","BK","BL",1,0,0,"BJ",5,11,0.623550734831952,8,1
80,4,54,"CJ","CK","CL",1,0,0,"CJ",5,10,0.739206585101783,7,9
80,4,55,"EJ","EK","EL",0,0,1,"EL",5,12,0.614130286616273,11,8
80,4,56,"CJ","CK","CL",1,0,0,"CJ",5,11,0.721541812177747,8,2
80,5,1,"CJ","CK","CL",0,0,1,"CL",3,1,0.667844560812227,0,NA
80,5,2,"CJ","CK","CL",0,0,1,"CL",3,2,0.764451165916398,1,1
80,5,3,"BJ","BK","BL",0,0,1,"BL",3,1,0.684403281542473,0,NA
80,5,4,"AJ","AK","AL",0,1,0,"AL",3,1,0.992486187955365,0,NA
